Name,Age,Nationality,Overall,Position,Value,Preferred Foot,Height,Weight,Position_Type
Zhang Wenzhao,31,China PR,66,LM,575,Right,70,139,Midfield
C. Goodwin,26,Australia,66,LW,750,Left,71,161,Attack
J. Becerra,24,Colombia,66,CAM,850,Right,65,137,Midfield
C. Bravo,24,Chile,66,LM,825,Right,66,154,Midfield
V. Ramis,23,Argentina,66,LW,925,Right,71,172,Attack
F. Torres,35,Mexico,66,CM,270,Right,67,154,Midfield
M. Mihara,29,Japan,66,RB,475,Right,69,148,Defense
T. Flanagan,26,Northern Ireland,66,RCB,650,Right,74,168,Defense
L. Thompson,23,Wales,66,CM,900,Right,71,165,Midfield
A. Schlager,22,Austria,66,GK,625,Right,72,170,Defense
J. Kaprof,23,Argentina,66,ST,950,Right,67,157,Attack
L. Mulholland,29,England,66,CM,625,Right,69,150,Midfield
S. Aasmundsen,28,Norway,66,LDM,650,Right,69,163,Midfield
C. Ejuke,20,Nigeria,66,RM,1.1,Right,69,159,Midfield
F. Apaolaza,21,Argentina,66,ST,1.1,Right,74,174,Attack
E. Butin,30,France,66,ST,625,Right,71,168,Attack
J. Fitzwater,20,England,66,CB,875,Right,74,154,Defense
M. Cholewiak,28,Poland,66,LB,500,Left,72,161,Defense
C. Schösswendter,29,Austria,66,CB,500,Right,76,172,Defense
R. Klaasen,24,Netherlands,66,LCM,825,Left,70,163,Midfield
P. Pervan,30,Austria,66,GK,425,Right,76,203,Defense
M. de Jong,31,Canada,66,LB,425,Left,69,161,Defense
Corpas,26,Spain,66,RM,700,Right,69,146,Midfield
A. Lukse,30,Austria,66,GK,425,Right,74,181,Defense
A. Wittwer,27,Switzerland,66,LB,525,Left,68,172,Defense
E. Ebanks-Landell,25,England,66,CB,675,Right,74,194,Defense
S. Gündüz,24,Germany,66,RM,800,Right,67,163,Midfield
A. Uryga,24,Poland,66,RCB,675,Right,75,187,Defense
J. Absalonsen,32,Denmark,66,LM,500,Left,70,168,Midfield
J. Willis,29,United States,66,GK,500,Right,77,185,Defense
E. Brophy,22,Scotland,66,ST,1,Right,69,150,Attack
T. Hübers,21,Germany,66,CB,875,Right,75,181,Defense
Q. Laçi,22,Albania,66,CAM,1,Right,71,176,Midfield
T. Mohamad,28,Syria,66,CDM,575,Right,71,183,Midfield
Dyjan Azevedo,27,Brazil,66,LW,675,Right,67,143,Attack
L. Palmer,26,Scotland,66,RB,550,Right,74,179,Defense
F. Evangelista,26,Argentina,66,LB,625,Left,69,154,Defense
Óscar Pinchi,22,Spain,66,LM,1.1,Right,68,137,Midfield
Z. Laaroubi,33,Morocco,66,GK,325,Right,73,190,Defense
M. Palacios,25,Colombia,66,RM,800,Right,71,183,Midfield
Borja,21,Spain,66,RB,825,Right,69,148,Defense
F. Vanzo,24,Belgium,66,CAM,850,Right,70,176,Midfield
A. Zapata,33,Colombia,66,CB,260,Right,72,174,Defense
S. Szmodics,22,England,66,CAM,950,Right,66,141,Midfield
A. Trusty,19,United States,66,LCB,1.1,Left,75,185,Defense
Ryu Won Woo,27,Korea Republic,66,GK,500,Left,73,172,Defense
F. Dick,33,Germany,66,RB,250,Right,72,185,Defense
D. Rose,24,England,66,LS,825,Right,68,159,Attack
M. Oesterhelweg,27,Germany,66,LM,675,Left,71,161,Midfield
D. Mignanelli,25,Italy,66,LB,700,Left,69,154,Defense
Lee Jong Ho,26,Korea Republic,66,ST,800,Left,71,172,Attack
Z. Clark,26,Scotland,66,GK,575,Right,75,187,Defense
S. Stevens,26,Netherlands,66,GK,575,Right,76,205,Defense
Sergio Gil,22,Spain,66,CDM,825,Left,72,150,Midfield
U. Zeybek,23,Turkey,66,CDM,775,Right,70,159,Midfield
A. Acosta,21,Mexico,66,RM,1.2,Right,68,161,Midfield
K. Oi,34,Japan,66,CB,200,Right,71,165,Defense
Y. Sari,19,Turkey,66,RM,975,Left,66,121,Midfield
M. Ruiz,17,Mexico,66,LCM,1.1,Right,70,163,Midfield
L. Holmes,31,England,66,RM,575,Left,69,146,Midfield
D. Powers,27,United States,66,CM,725,Right,71,176,Midfield
S. Henderson,30,Republic of Ireland,66,GK,425,Right,74,192,Defense
S. Scougall,25,Scotland,66,CM,775,Left,67,126,Midfield
Cho Yong Hyung,34,Korea Republic,66,CB,200,Right,72,159,Defense
Cho Young Wook,19,Korea Republic,66,ST,925,Right,70,157,Attack
H. Koffi,21,Burkina Faso,66,GK,875,Right,73,179,Defense
S. Sandberg,24,Sweden,66,RB,725,Right,73,170,Defense
T. Gabuza,30,South Africa,66,ST,625,Right,72,190,Attack
P. Muñoz,32,Chile,66,RW,500,Right,68,152,Attack
C. MacGillivray,25,England,66,GK,625,Right,74,172,Defense
C. Arcus,22,Haiti,66,RB,800,Right,71,168,Defense
A. Dercho,31,Germany,66,LB,425,Left,73,165,Defense
H. Hauger,32,Norway,66,RCM,375,Right,70,157,Midfield
Manu,34,Switzerland,66,LB,180,Left,69,154,Defense
J. Leko,19,England,66,RW,1.1,Right,72,141,Attack
J. Aguirre,26,Colombia,66,GK,600,Right,71,154,Defense
Kim Chang Soo,32,Korea Republic,66,RB,350,Right,70,152,Defense
L. Ćirković,25,Serbia,66,LCB,675,Right,76,176,Defense
Isma Cerro,22,Spain,66,RM,900,Right,70,161,Midfield
E. Castillo,23,Ecuador,66,LS,1,Right,70,152,Attack
P. Downing,26,England,66,CB,650,Right,74,174,Defense
R. Vollath,28,Germany,66,GK,525,Right,73,165,Defense
A. Munksgaard,20,Denmark,66,RWB,825,Right,72,165,Defense
M. Ogbu,27,Nigeria,66,ST,750,Right,73,172,Attack
Jang Ho Ik,24,Korea Republic,66,RM,825,Right,68,137,Midfield
K. Bartolec,23,Croatia,66,RWB,800,Right,69,172,Defense
G. Malcore,24,Italy,66,ST,925,Right,72,174,Attack
V. Gvilia,24,Georgia,66,CAM,850,Right,72,174,Midfield
D. Burnić,20,Germany,66,CDM,1,Left,71,154,Midfield
A. Öztürk,25,Turkey,66,CB,700,Right,75,176,Defense
K. Taketomi,27,Japan,66,LM,675,Right,68,152,Midfield
M. Mancosu,29,Italy,66,CAM,625,Right,72,168,Midfield
D. Jaković,32,Canada,66,LCB,375,Right,74,176,Defense
M. Saeid,27,Sweden,66,CM,650,Left,67,141,Midfield
U. Taffertshofer,26,Germany,66,RDM,625,Right,72,181,Midfield
A. Medina,33,Argentina,66,ST,400,Right,67,143,Attack
M. Papadopulos,33,Czech Republic,66,ST,400,Right,72,174,Attack
N. Zaniolo,18,Italy,66,CAM,1.3,Left,75,174,Midfield
F. Montero,29,Argentina,66,LCM,625,Right,66,157,Midfield
J. Vuković,26,Croatia,66,CDM,675,Right,73,168,Midfield
E. Barli,26,Norway,66,GK,575,Right,74,179,Defense
G. Carrasco,21,Argentina,66,RB,900,Right,69,163,Defense
A. Balijon,35,France,66,GK,150,Right,72,176,Defense
I. Saavedra,19,Chile,66,RCM,900,Right,68,150,Midfield
Z. Janjić,32,Bosnia Herzegovina,66,CAM,500,Right,74,183,Midfield
J. Skjelvik,26,Norway,66,CB,650,Left,72,170,Defense
K. Kamiński,27,Poland,66,GK,550,Right,75,181,Defense
M. Endres,27,Germany,66,RCB,600,Right,74,183,Defense
B. Delacourt,32,France,66,CB,375,Right,70,170,Defense
C. Rismark,26,Norway,66,CB,650,Left,76,192,Defense
A. Ligi,28,Italy,66,CB,525,Right,75,183,Defense
D. Lachman,28,Curacao,66,CB,525,Right,74,165,Defense
M. Riascos,27,Colombia,66,RM,675,Right,68,161,Midfield
L. Vignali,22,Italy,66,RB,950,Right,72,165,Defense
S. Skålevik,25,Norway,66,ST,875,Right,71,165,Attack
M. Djetei,23,Cameroon,66,CB,850,Right,73,161,Defense
A. Fuchs,21,Germany,66,CM,975,Right,72,163,Midfield
M. Könnecke,29,Germany,66,CAM,625,Right,69,154,Midfield
E. Yao Guy,22,Ivory Coast,66,CB,825,Right,72,168,Defense
G. Burke,24,Republic of Ireland,66,CAM,850,Left,69,159,Midfield
C. Hemlein,27,Germany,66,RM,675,Right,71,174,Midfield
D. Anderson,23,Netherlands,66,RB,850,Right,71,159,Defense
M. Døhr Thychosen,21,Denmark,66,RWB,825,Right,70,143,Defense
A. Nordvik,31,Norway,66,CB,425,Left,74,179,Defense
D. Thomalla,25,Germany,66,ST,825,Right,73,165,Attack
P. Parzyszek,24,Poland,66,ST,875,Right,75,176,Attack
M. Fornasier,24,Italy,66,CB,700,Right,73,176,Defense
Michel Douglas,26,Brazil,66,ST,800,Left,73,183,Attack
Álex Cobo,22,Spain,66,GK,800,Right,72,172,Defense
M. Çelik,28,Sweden,66,LW,650,Right,70,165,Attack
L. Woudenberg,24,Netherlands,66,LB,700,Left,73,154,Defense
T. Tekie,21,Sweden,66,LCM,875,Right,69,130,Midfield
D. Vega,25,Costa Rica,66,RW,775,Left,70,157,Attack
N. Rusyn,19,Ukraine,66,ST,1.1,Right,70,150,Attack
Víctor,21,Spain,66,RM,1.2,Right,71,170,Midfield
A. Deja,25,Poland,66,RDM,700,Right,73,181,Midfield
F. Cornejo,22,Chile,66,CM,1,Right,69,152,Midfield
A. Balboa,24,Uruguay,66,ST,925,Right,73,179,Attack
D. Edwards,32,Wales,66,CM,475,Right,72,172,Midfield
F. Rherras,25,Morocco,66,LB,675,Right,72,170,Defense
Gu Sung Yun,24,Korea Republic,66,GK,600,Right,77,181,Defense
C. Mavrias,24,Greece,66,RM,875,Right,70,172,Midfield
E. Martinez,27,Uruguay,66,CM,650,Right,67,146,Midfield
Lee Chang Geun,24,Korea Republic,66,GK,650,Right,73,165,Defense
A. Gómez,25,Peru,66,LWB,650,Left,71,152,Defense
N. Ramírez,21,Chile,66,LCB,1.3,Right,72,170,Defense
C. Gebauer,24,Austria,66,RM,825,Right,74,165,Midfield
C. Knett,27,Austria,66,GK,500,Right,72,179,Defense
K. Naismith,26,Scotland,66,LB,750,Left,73,172,Defense
Rober Correa,25,Spain,66,RB,675,Right,72,170,Defense
C. Escobar,28,Chile,66,ST,675,Right,72,165,Attack
J. Smeets,23,Netherlands,66,CM,875,Right,72,157,Midfield
Borja Galán,25,Spain,66,LM,775,Right,72,161,Midfield
D. Sjölund,35,Finland,66,CM,270,Left,70,176,Midfield
E. Bonifacio,24,Argentina,66,RWB,750,Right,67,143,Defense
Lee Ho Seung,28,Korea Republic,66,GK,450,Right,74,163,Defense
G. Hein,21,France,66,RW,900,Left,67,143,Attack
H. Abe,19,Japan,66,LM,1.4,Right,67,143,Midfield
A. De Bruyn,24,Belgium,65,LM,700,Right,70,152,Midfield
J. Akinde,28,England,65,ST,550,Right,74,192,Attack
D. McGregor,32,Scotland,65,CB,300,Right,72,192,Defense
G. Villarruel,25,Argentina,65,RM,675,Right,68,148,Midfield
Pastrana,21,Spain,65,LM,875,Left,71,154,Midfield
Teixeira José,28,Brazil,65,RB,425,Right,70,157,Defense
A. Fernández,32,Uruguay,65,RM,400,Right,73,159,Midfield
J. Devecchi,22,Argentina,65,GK,675,Right,74,183,Defense
C. Früchtl,18,Germany,65,GK,1,Left,76,157,Defense
I. Rondanini,23,Italy,65,RB,675,Right,71,168,Defense
W. Creavalle,27,Guyana,65,CDM,500,Right,72,154,Midfield
A. Considine,31,Scotland,65,RCB,350,Left,72,165,Defense
J. Vitale,22,Argentina,65,CDM,725,Right,72,179,Midfield
J. Ryerson,20,Norway,65,CDM,700,Right,72,181,Midfield
J. Ríos,26,Colombia,65,LDM,550,Right,69,148,Midfield
K. Dabila,21,Ivory Coast,65,CB,775,Right,72,176,Defense
Avilés,20,Spain,65,RM,850,Right,71,165,Midfield
No Dong Geon,26,Korea Republic,65,GK,475,Right,76,194,Defense
Benjamin Muscato,26,Brazil,65,CB,475,Right,72,157,Defense
N. Topor-Stanley,33,Australia,65,LCB,220,Left,75,198,Defense
P. Clement,22,Netherlands,65,CAM,750,Right,70,148,Midfield
H. Toffolo,22,England,65,LB,600,Left,72,157,Defense
C. Colkett,21,England,65,CM,825,Left,69,163,Midfield
B. Çamoğlu,21,Turkey,65,RM,775,Right,68,148,Midfield
Yang Dong Hyen,32,Korea Republic,65,ST,425,Right,73,176,Attack
S. Tetteh,21,Ghana,65,ST,850,Right,71,163,Attack
A. Dobos,18,Hungary,65,CAM,1.1,Left,69,154,Midfield
J. Mason,27,Republic of Ireland,65,ST,575,Right,70,161,Attack
Lee Woong Hee,29,Korea Republic,65,CB,425,Right,72,172,Defense
C. Lavery,25,Northern Ireland,65,ST,675,Right,71,168,Attack
M. Savastano,21,Netherlands,65,LB,650,Left,69,152,Defense
N. Granatowski,27,Germany,65,LM,575,Right,68,152,Midfield
M. Stiefler,29,Germany,65,RCM,525,Right,70,168,Midfield
L. Pavez,22,Chile,65,LB,700,Left,68,165,Defense
S. Román,23,Colombia,65,GK,625,Right,75,168,Defense
M. Bakker,18,Netherlands,65,LB,1,Left,72,159,Defense
A. Sambi Lokonga,18,Belgium,65,RCM,1.1,Right,72,154,Midfield
M. Pérez Acuña,24,Argentina,65,RB,625,Right,69,163,Defense
K. Dempsey,22,England,65,CM,825,Right,70,165,Midfield
Lee You Hyeon,21,Korea Republic,65,RW,875,Right,70,159,Attack
Y. Quintana,22,Uruguay,65,CB,675,Right,76,196,Defense
B. Knighton,33,United States,65,GK,270,Right,74,181,Defense
R. Bennett,26,England,65,RCB,475,Right,75,168,Defense
A. Lonergan,34,England,65,GK,220,Left,76,192,Defense
B. Sverrisson,28,Iceland,65,CDM,450,Left,72,165,Midfield
D. Forde,38,Republic of Ireland,65,GK,40,Right,74,198,Defense
H. Gong,19,Nigeria,65,RW,950,Right,67,159,Attack
T. Kupisz,28,Poland,65,RM,550,Right,71,168,Midfield
M. Abusabaan,28,Saudi Arabia,65,CM,525,Right,71,168,Midfield
C. Amaya,27,Colombia,65,ST,575,Right,70,165,Attack
Wu Yake,27,China PR,65,GK,450,Right,73,179,Defense
M. Schulz,23,Germany,65,LDM,750,Right,73,170,Midfield
O. Rojas,36,Mexico,65,RB,60,Right,68,148,Defense
P. Jaroszyński,23,Poland,65,LB,600,Left,72,170,Defense
L. Reed,20,England,65,LCM,825,Right,68,132,Midfield
T. Elrich,31,Australia,65,LCB,350,Right,71,170,Defense
M. Malaeka,32,Saudi Arabia,65,GK,300,Right,73,161,Defense
C. Rentería,22,Colombia,65,CDM,750,Right,69,154,Midfield
S. Cox,31,Republic of Ireland,65,ST,475,Right,71,154,Attack
A. Mannus,36,Northern Ireland,65,GK,70,Right,74,203,Defense
P. Jaeckel,19,Germany,65,CB,825,Right,74,176,Defense
J. Bijol,19,Slovenia,65,CDM,900,Right,75,187,Midfield
Z. Kozulj,24,Bosnia Herzegovina,65,RCM,700,Right,71,168,Midfield
Song Jin Hyung,30,Korea Republic,65,CM,500,Right,69,143,Midfield
C. Duvall,26,United States,65,RB,525,Right,70,159,Defense
R. Williams,21,England,65,LW,850,Right,68,168,Attack
M. Naamani,27,Algeria,65,RCB,525,Right,77,207,Defense
M. Gollner,27,Austria,65,CB,500,Left,73,176,Defense
D. Pedersen,25,Denmark,65,LCM,600,Right,73,163,Midfield
O. Berber,26,Turkey,65,LB,550,Left,69,148,Defense
Steven Vitória,31,Canada,65,CB,375,Right,77,190,Defense
B. Stokke,27,Norway,65,LS,575,Left,75,198,Attack
M. Ospitalieri,26,Belgium,65,LB,525,Left,71,157,Defense
J. Haugaard,26,Denmark,65,GK,500,Left,78,192,Defense
S. Mauk,22,Australia,65,CAM,800,Right,69,141,Midfield
Óscar Whalley,24,Spain,65,GK,525,Left,75,176,Defense
S. O'Donnell,32,Republic of Ireland,65,CM,400,Left,70,170,Midfield
Marquinhos Cipriano,19,Brazil,65,RM,1.2,Left,67,143,Midfield
I. Vassell,24,England,65,ST,700,Right,69,157,Attack
T. Lehne Olsen,27,Norway,65,ST,625,Right,74,172,Attack
S. Pontisso,21,Italy,65,CM,950,Right,72,165,Midfield
Henrique Jardinel,30,Brazil,65,CDM,400,Right,69,157,Midfield
C. Almeida,28,Uruguay,65,LB,425,Left,67,143,Defense
R. Yalçın,24,Germany,65,LDM,650,Right,72,170,Midfield
Jeong Hyun Cheol,25,Korea Republic,65,CM,675,Right,74,163,Midfield
M. McKenzie,19,United States,65,RCB,900,Right,71,185,Defense
J. Deumeland,30,Germany,65,GK,350,Right,75,185,Defense
N. Lang,19,Netherlands,65,LW,950,Right,70,152,Attack
V. Vries,27,Namibia,65,GK,450,Right,72,163,Defense
L. Verstraete,19,Belgium,65,RCM,925,Right,73,176,Midfield
J. Jigauri,25,Georgia,65,CAM,675,Right,69,152,Midfield
D. Moxey,32,England,65,LB,300,Left,71,154,Defense
C. Wernitznig,28,Austria,65,RCM,550,Right,70,179,Midfield
C. Valeri,33,Australia,65,CDM,220,Right,72,165,Midfield
M. Mosquera,25,Colombia,65,LCB,550,Left,71,159,Defense
R. Kouamé,21,Mali,65,CM,925,Left,70,150,Midfield
D. Chima Chukwu,27,Nigeria,65,ST,625,Right,71,163,Attack
E. Harrison,24,Wales,65,ST,650,Right,71,174,Attack
T. Wendel,29,Germany,65,CDM,425,Right,75,174,Midfield
O. Schnitzler,22,Germany,65,GK,550,Right,75,192,Defense
A. Coly,25,Senegal,65,RB,550,Right,73,168,Defense
M. Vera,22,Argentina,65,CDM,725,Left,67,152,Midfield
R. De Vita,30,Italy,65,LM,500,Right,71,170,Midfield
F. Lohkemper,23,Germany,65,LS,775,Right,71,168,Attack
M. Ajani,24,Germany,65,RM,675,Right,74,190,Midfield
M. Lund Nielsen,30,Denmark,65,RCM,500,Right,72,163,Midfield
T. Mpati,26,Belgium,65,RB,525,Right,69,154,Defense
Edu Espiau,23,Spain,65,ST,750,Right,73,174,Attack
H. Acosta,26,Mexico,65,RB,525,Right,70,168,Defense
T. Bu Haymid,30,Saudi Arabia,65,RWB,400,Left,67,150,Defense
D. Mikanović,24,Croatia,65,RB,625,Right,69,159,Defense
R. Massimo,17,Germany,65,RM,1.1,Right,73,165,Midfield
A. Smárason,29,Iceland,65,CAM,525,Right,72,168,Midfield
S. Brandy,33,Germany,65,ST,350,Right,72,174,Attack
B. Adjei-Boateng,24,Ghana,65,CM,725,Right,71,161,Midfield
F. Milo,26,Argentina,65,LB,550,Left,71,165,Defense
K. Cissé,34,Mali,65,RCB,160,Right,74,187,Defense
D. Castillo,27,Chile,65,GK,450,Right,71,172,Defense
A. Krešić,22,Croatia,65,CB,750,Right,78,183,Defense
Escriche,20,Spain,65,RS,875,Right,72,165,Attack
E. Ataseven,25,Turkey,65,CDM,600,Right,71,154,Midfield
M. Kopczyński,26,Poland,65,CDM,550,Right,71,154,Midfield
Mao Jianqing,31,China PR,65,LW,475,Right,73,165,Attack
J. Clarke,26,England,65,RB,525,Right,72,157,Defense
Pak Kwang Ryong,25,Korea DPR,65,RW,650,Right,74,183,Attack
J. Husband,24,England,65,LB,600,Left,70,143,Defense
A. Al Zori,30,Saudi Arabia,65,LB,400,Left,71,152,Defense
Airam,30,Spain,65,ST,525,Right,71,172,Attack
M. Schulze Niehues,29,Germany,65,GK,375,Right,76,198,Defense
P. De la Vega,17,Argentina,65,LW,1.1,Right,70,154,Attack
P. Sweeney,23,Republic of Ireland,65,RB,575,Right,70,176,Defense
P. Tuszyński,28,Poland,65,ST,550,Right,72,170,Attack
J. Mosquera,27,Colombia,65,CDM,550,Right,68,146,Midfield
M. Coppolaro,21,Italy,65,RCB,1.1,Right,74,176,Defense
R. Mmaee,21,Belgium,65,ST,850,Right,72,174,Attack
S. Inagaki,26,Japan,65,LCM,650,Right,69,159,Midfield
E. Mwepu,20,Zambia,65,CM,925,Right,72,170,Midfield
F. Viteritti,25,Germany,65,LCM,650,Right,69,157,Midfield
A. Dyer,28,Montserrat,65,CM,525,Right,70,163,Midfield
M. Mak,26,Poland,65,LM,575,Right,68,132,Midfield
Bae Il Hwan,29,Korea Republic,65,RW,525,Right,71,165,Attack
H. Adelakun,22,England,65,RM,950,Right,75,165,Midfield
M. Devlin,24,Scotland,65,CB,625,Right,74,174,Defense
J. Serra,20,Germany,65,LS,1.1,Left,76,192,Attack
G. Faivre,31,Switzerland,65,GK,325,Right,74,183,Defense
K. Ellis,27,United States,65,RB,500,Right,69,159,Defense
L. Janoszka,31,Poland,65,LM,475,Left,71,168,Midfield
P. Azango,21,Nigeria,65,LW,850,Left,65,139,Attack
M. Kennedy,23,Scotland,65,LS,750,Right,69,143,Attack
N. Fitzgerald,26,Australia,65,LW,575,Right,69,154,Attack
M. Kudo,28,Japan,65,ST,550,Right,70,163,Attack
N. Busch Thor,32,Sweden,65,CDM,300,Left,71,181,Midfield
M. Harriman,25,Republic of Ireland,65,RB,550,Right,66,163,Defense
L. Görtler,24,Germany,65,ST,750,Right,73,181,Attack
D. Ovono,35,Gabon,65,GK,130,Right,73,190,Defense
L. Pellegrini,19,Italy,65,LB,1,Left,70,159,Defense
K. Larsen,26,Norway,65,LM,625,Right,72,163,Midfield
A. Kruiswijk,33,Netherlands,65,LB,210,Left,74,170,Defense
A. Jaakkola,31,Finland,65,GK,325,Right,76,194,Defense
T. Chong,18,Netherlands,65,RW,1.1,Left,72,154,Attack
P. Alvarenga,30,Paraguay,65,ST,525,Right,75,172,Attack
M. Pascali,36,Italy,65,CB,70,Right,74,183,Defense
L. Dyer,35,England,65,LM,240,Left,68,154,Midfield
P. Delecroix,29,France,65,GK,425,Right,73,168,Defense
E. Hooi,26,Curacao,65,LW,575,Right,67,134,Attack
J. Riley,26,England,65,RB,525,Right,72,157,Defense
J. López,26,Algeria,65,CAM,575,Right,68,139,Midfield
C. Stokes,27,England,65,LCB,500,Left,73,183,Defense
J. Campbell,25,United States,65,CB,600,Right,74,187,Defense
Marcão,22,Brazil,65,CB,600,Right,74,174,Defense
D. Mungo,25,Italy,65,RDM,650,Right,69,150,Midfield
G. Marinelli,29,Argentina,65,GK,425,Right,71,174,Defense
G. Wegkamp,25,Germany,65,ST,725,Right,76,185,Attack
A. Gersbach,21,Australia,65,LB,750,Left,72,161,Defense
You Ju An,19,Korea Republic,65,ST,775,Right,69,152,Attack
M. Tacalfred,37,France,65,RCB,70,Right,69,172,Defense
I. Durmuş,24,Turkey,65,LW,700,Left,71,161,Attack
A. Otero,34,Colombia,65,GK,220,Right,73,165,Defense
Kim Jin Ya,20,Korea Republic,65,RCB,975,Right,70,139,Defense
D. Christensen,29,Denmark,65,LB,400,Left,68,168,Defense
N. DeLeon,27,United States,65,RB,450,Right,70,170,Defense
L. Grozurek,26,Austria,65,RF,625,Right,74,183,Attack
L. Narváez,33,Colombia,65,CDM,220,Right,70,181,Midfield
R. McArdle,31,Northern Ireland,65,LCB,375,Right,73,161,Defense
J. Pérez,20,United States,65,RW,1.2,Left,65,141,Attack
Loureiro,21,Spain,65,RB,675,Right,71,168,Defense
Javi Hernández,20,Spain,65,CB,1.1,Left,72,159,Defense
K. Appiah,27,Ghana,65,LS,575,Right,71,176,Attack
H. Matynia,22,Poland,65,LB,650,Right,71,154,Defense
Fran Gámez,26,Spain,65,RB,525,Right,69,157,Defense
O. Ademi,26,Switzerland,65,LS,650,Right,74,187,Attack
J. Bjørdal,32,Norway,65,CB,300,Right,74,181,Defense
A. Stolz,34,Germany,65,GK,220,Right,74,196,Defense
Borja García,28,Spain,65,CB,500,Left,71,163,Defense
N. Sonko Sundberg,22,Sweden,65,RCB,650,Right,74,185,Defense
T. Božić,30,Croatia,65,CB,400,Right,72,170,Defense
Guridi,23,Spain,65,CM,775,Left,70,141,Midfield
Fabio González,21,Spain,65,CDM,700,Right,69,143,Midfield
W. Thomas,31,England,65,LS,475,Right,71,168,Attack
M. Costly,22,Germany,65,RW,750,Right,72,165,Attack
T. Knoflach,24,Austria,65,GK,550,Right,72,181,Defense
Z. Vyner,21,England,65,RB,650,Right,74,150,Defense
B. Atik,23,Turkey,65,CAM,750,Right,67,159,Midfield
L. Goujon,22,France,65,CM,825,Right,71,150,Midfield
M. Ferrier,23,England,65,ST,725,Right,72,165,Attack
H. Salinas,28,Chile,65,LM,550,Left,67,163,Midfield
K. Nakamachi,32,Japan,65,CDM,300,Right,69,163,Midfield
J. Ekkelenkamp,18,Netherlands,65,CM,950,Right,72,165,Midfield
L. Legge,33,England,65,RCB,220,Right,76,176,Defense
K. Harris,25,England,65,LM,675,Right,69,150,Midfield
S. Avellaneda,28,Colombia,65,GK,450,Right,72,185,Defense
F. Ávila,24,Colombia,65,LW,725,Right,70,154,Attack
M. Almebäck,30,Sweden,65,CB,400,Right,72,183,Defense
J. Günther-Schmidt,23,Germany,65,RS,775,Right,72,179,Attack
B. Rivero,22,Argentina,65,CDM,750,Right,67,163,Midfield
L. Argudo,22,United States,65,LM,750,Right,69,150,Midfield
J. Leutwiler,29,Canada,65,GK,375,Right,76,176,Defense
J. Ortiz,27,Chile,65,LM,575,Left,67,161,Midfield
E. Demirović,20,Bosnia Herzegovina,65,ST,1.2,Right,72,168,Attack
H. Petryk,23,Uruguay,65,RB,650,Right,72,176,Defense
S. O'Keefe,27,England,65,CM,550,Right,68,141,Midfield
Woo Ju Sung,25,Korea Republic,65,RB,550,Right,72,165,Defense
A. Čermák,23,Czech Republic,65,CAM,750,Left,71,165,Midfield
E. Schreiner,29,Austria,65,LB,400,Left,71,163,Defense
A. Ba,19,France,65,LM,1,Right,72,163,Midfield
U. Moses Ekpai,22,Nigeria,65,RM,800,Right,69,165,Midfield
L. Daniels,30,England,65,GK,350,Right,77,198,Defense
R. Laursen,26,Denmark,65,RWB,550,Right,72,174,Defense
J. Cullen,22,Republic of Ireland,65,CDM,850,Right,69,154,Midfield
N. Kijewski,22,Germany,65,LB,675,Left,69,163,Defense
B. Passi,20,France,65,CB,825,Right,74,172,Defense
T. Müller,23,Germany,65,RCB,600,Right,74,174,Defense
R. Procházka,29,Slovakia,65,CDM,425,Right,72,170,Midfield
A. Alvarez,33,El Salvador,65,RM,325,Left,69,170,Midfield
Alex Vallejo,26,Spain,65,CDM,575,Right,74,163,Midfield
M. Pepić,22,Montenegro,65,RDM,750,Left,70,170,Midfield
Matheus Jesus,21,Brazil,65,CDM,825,Left,74,176,Midfield
M. Gebers,32,Germany,65,CB,300,Right,74,168,Defense
E. Pimentel,28,Mexico,65,CB,450,Right,69,170,Defense
A. Jackson-Hamel,24,Canada,65,ST,725,Right,73,187,Attack
Paulito Zanon,26,Brazil,65,CDM,475,Right,73,176,Midfield
L. Amos,21,England,65,CM,1.2,Left,70,159,Midfield
S. Gomez,22,Colombia,65,LDM,850,Left,67,148,Midfield
Omar Santana,27,Spain,65,CAM,575,Right,69,143,Midfield
Y. M'Bone,25,Cameroon,65,LCB,600,Right,73,181,Defense
Salva Ruíz,23,Spain,65,LB,600,Left,70,161,Defense
J. Deschamps,34,Chile,65,GK,220,Right,72,170,Defense
F. Feuillassier,20,Argentina,65,LW,1.2,Right,68,152,Attack
